ADDRESS,CITY,ZIPCODE,LOCATION,DATESOLD,MONTH,PRICE,BEDROOMS,BATHROOMS,SQFT,LOTSIZE,PRICE_PER_SQFT,HOA,HOA_MONTHLY,YEARBUILT,HOUSE_AGE,DAYS_ON_MARKET,LATITUDE,LONGITUDE
42448 Leeds Field Dr,Chantilly,20152,EASTVIEW AT STONE RIDGE,2021-12-30,December,861000,6,3.5,3729,7841,231,Yes,95.0,2016,5,1,38.9288207,-77.53420030000001
4774 Walbern Ct,Chantilly,20151,WALNEY ESTATES,2021-07-30,July,985000,5,3.5,4312,14295,228,Yes,109.0,2000,21,153,38.873295399999996,-77.4312461
4804 Leighfield Valley Dr,Chantilly,20151,POPLAR PARK,2021-08-25,August,1000000,4,2.5,3239,18083,309,Yes,50.0,1991,30,127,38.8676333,-77.42649399999999
14099 Eagle Chase Cir,Chantilly,20151,WALNEY ROAD SUBDIVISION,2021-06-10,June,865000,6,4.5,4930,9200,175,Yes,55.0,1999,22,203,38.8791969,-77.4339583
15242 Sovereign Pl,Chantilly,20151,PLEASANT VALLEY,2021-07-29,July,685000,4,4.0,2964,11731,231,No,0.0,1994,27,154,38.8937107,-77.475418
14038 Eagle Chase Cir,Chantilly,20151,WALNEY ROAD SUBDIVISION,2021-06-28,June,874900,5,4.5,4604,10108,190,Yes,55.0,1999,22,185,38.877212,-77.43178409999999
4511 Orr Dr,Chantilly,20151,SUTTON OAKS,2021-05-28,May,1030000,4,4.5,4464,15434,231,Yes,16.0,1987,34,216,38.8743631,-77.417998
4514 Waverly Crossing Ln,Chantilly,20151,WAVERLY CROSSING,2021-05-04,May,690000,4,3.5,2508,10316,275,Yes,21.0,1985,36,240,38.8775893,-77.42916149999999
3829 Beech Down Dr,Chantilly,20151,ARMFIELD FARMS,2021-05-25,May,580000,3,2.5,1725,6246,336,Yes,70.0,1986,35,219,38.8935325,-77.4169219
13323 Scibilia Ct,Fairfax,22033,CHANTILLY FARM,2021-01-06,January,626300,5,2.0,2102,15352,298,Yes,13.0,1986,35,358,38.8891617,-77.40705759999999
4625 Star Flower Dr,Chantilly,20151,POPLAR TREE ESTATES,2021-04-14,April,846500,4,3.5,3910,9316,216,Yes,42.0,1987,34,260,38.8679644,-77.41754959999999
25741 Racing Sun Dr,Aldie,20105,SEVEN HILLS,2021-01-15,January,987000,6,5.5,6409,9148,154,Yes,102.0,2013,8,349,38.9057768,-77.5484184
3305 Wellhouse Ct,Herndon,20171,FRANKLIN FARM,2021-02-10,February,731000,3,2.5,2263,13060,323,Yes,90.0,1980,41,323,38.9117149,-77.42010520000001
3909 Beeker Mill Pl,Chantilly,20151,CENTREVILLE ROAD PROPERT,2021-04-26,April,775000,4,3.5,3300,4175,235,Yes,82.0,2009,12,248,38.8995297,-77.4232885
3521 Armfield Farm Dr,Chantilly,20151,ARMFIELD FARMS,2021-03-26,March,748000,4,3.5,2336,6338,320,Yes,70.0,1988,33,279,38.9038901,-77.4209122
13422 Point Pleasant Dr,Chantilly,20151,POPLAR TREE,2021-07-07,July,740000,4,2.5,2346,13084,315,Yes,42.0,1980,41,176,38.8723532,-77.41136209999999
4611 Sand Rock Ln,Chantilly,20151,POPLAR TREE,2021-04-14,April,740000,4,2.5,3239,13037,228,Yes,75.0,1984,37,260,38.8655277,-77.4073714
13401 Brookfield Dr,Chantilly,20151,BROOKFIELD,2021-08-06,August,590000,4,2.5,3028,16543,195,No,0.0,1982,39,146,38.882817100000004,-77.4092995
4706 Rippling Pond Dr,Fairfax,22033,GREENS AT,2021-05-31,May,960000,4,3.5,4656,10894,206,Yes,107.0,1993,28,213,38.8626145,-77.4053536
26195 Ocala Cir,Chantilly,20152,SOUTH RIDING,2021-10-01,October,691000,4,3.5,2730,5663,253,Yes,94.0,1999,22,90,38.8925867,-77.4932075
43316 Cedar Pond Pl,Chantilly,20152,TALL CEDAR ESTATES,2021-10-22,October,1300000,5,4.5,5558,27878,234,Yes,95.0,2006,15,69,38.9135768,-77.5039381
25837 Spring Farm Cir,Chantilly,20152,BLUE SPRING FARM,2021-10-28,October,961800,5,4.5,4412,23958,218,Yes,124.0,2004,17,63,38.9012581,-77.49184090000001
25575 Taylor Crescent Dr,Chantilly,20152,TOWNES AT EAST GATE,2021-09-20,September,817000,6,5.0,3583,6534,228,Yes,80.0,2011,10,101,38.909977500000004,-77.4975984
43324 Lochdon Ln,Chantilly,20152,SOUTH RIDING,2021-06-10,June,901525,4,4.5,4372,13068,206,Yes,93.0,1998,23,203,38.8967994,-77.50427409999999
25990 Kimberly Rose,Chantilly,20152,ESTATES AT ELK RUN,2021-11-19,November,831550,4,3.5,3378,9148,246,Yes,79.0,2010,11,41,38.8990508,-77.5195057
43544 Eileens Choice Way,Chantilly,20152,Chantilly,2021-12-27,December,1098500,4,5.5,4200,8000,262,Yes,124.0,2021,0,3,38.90919,-77.496623
42337 Astors Beachwood Ct,Chantilly,20152,PROVIDENCE RIDGE,2021-10-26,October,1150000,4,4.5,6480,33977,177,Yes,81.0,2005,16,65,38.924005,-77.53869909999999
42208 Heathman Pl,Chantilly,20152,KIMMITT PROPERTY,2021-09-08,September,790077,5,3.5,3662,6534,216,Yes,93.0,2012,9,113,38.920957,-77.54370779999999
3927 Chantilly Rd,Chantilly,20151,CHANTILLY ESTATES,2021-01-22,January,878500,6,5.0,3306,8669,266,No,0.0,2005,16,342,38.8915667,-77.421921
13607 Chevy Chase Ln,Chantilly,20151,FAIR OAKS FARMS,2021-04-09,April,679000,4,2.5,2122,6098,320,Yes,115.0,1988,33,265,38.8912474,-77.4169667
42230 Highbank Pl,Aldie,20105,SEVEN HILLS,2021-10-01,October,840000,4,3.5,4260,6534,197,Yes,102.0,2016,5,90,38.8948399,-77.5427891
42268 Watling Ct,Chantilly,20152,MARBURY,2021-09-20,September,825000,3,3.0,3590,16117,230,Yes,100.0,2016,5,101,38.8825873,-77.54138640000001
43613 Casters Pond Ct,Chantilly,20152,POLAND HILL,2021-07-21,July,955594,4,3.5,2950,6790,324,Yes,120.0,2021,0,162,38.89622,-77.49795999999999
25741 Northern Dancer Ct,Chantilly,20152,BRIDLE RIDGE,2021-03-18,March,775000,4,2.5,2866,10019,270,Yes,92.0,2002,19,287,38.905454600000006,-77.4944173
25979 Mccoy Ct,Chantilly,20152,BLUE SPRING FARM,2021-10-20,October,1190000,5,4.5,5437,25265,219,Yes,124.0,2004,17,71,38.896622,-77.4885475
4330 Carls Ct,Chantilly,20151,PLEASANT VALLEY,2021-02-25,February,651000,5,3.0,3349,13839,194,No,0.0,1981,40,308,38.9004375,-77.4763143
25280 Ripleys Field Dr,Chantilly,20152,SOUTH RIDING,2021-03-23,March,770000,4,2.5,3000,12197,257,Yes,80.0,1995,26,282,38.9173515,-77.5089334
25542 Mimosa Tree Ct,Chantilly,20152,CEDAR HUNT,2021-01-15,January,1340000,6,5.5,8613,22651,156,Yes,80.0,2004,17,349,38.91082670000001,-77.5267848
25543 Dabner Dr,Chantilly,20152,SOUTH RIDING,2021-03-02,March,710000,4,3.5,3261,6534,218,Yes,100.0,2001,20,303,38.9105848,-77.5251051
43348 Burke Dale St,Chantilly,20152,SOUTH RIDING,2021-02-26,February,823000,4,3.5,3587,8276,229,Yes,79.0,1997,24,307,38.9021652,-77.5011379
43220 Darkwoods St,Chantilly,20152,SOUTH RIDING,2021-05-05,May,802019,4,3.5,3372,9583,238,Yes,80.0,1995,26,239,38.9187359,-77.5079926
4611 Norris Ct,Chantilly,20151,PLEASANT VALLEY,2021-03-16,March,533000,4,2.0,2034,13514,262,No,0.0,1984,37,289,38.894594299999994,-77.4783757
42706 Otis Ln,Chantilly,20152,SOUTH RIDING,2021-07-01,July,930000,4,4.5,4541,16117,205,Yes,93.0,2001,20,182,38.9166322,-77.52604570000001
42250 Sand Pine Pl,Chantilly,20152,TREBURG,2021-11-30,November,876000,4,3.5,3897,6098,225,Yes,110.0,2009,12,30,38.9266973,-77.54149840000001
42265 Watling Ct,Chantilly,20152,MARBURY,2021-12-07,December,950000,5,4.0,4690,16117,203,Yes,100.0,2016,5,23,38.8823463,-77.54194620000001
26216 Lands End Dr,Chantilly,20152,SOUTH RIDING,2021-05-24,May,793000,4,3.5,3159,9147,251,Yes,93.0,2000,21,220,38.8897952,-77.49822569999999
42525 Fawn Meadow Pl,Chantilly,20152,DAWSONS CORNER,2021-07-16,July,950000,4,3.5,4218,14810,225,Yes,135.0,2015,6,167,38.876169700000005,-77.5290468
43357 Clarecastle Dr,Chantilly,20152,POLAND ROAD PROPERTY,2021-06-25,June,1136000,4,4.5,5228,13068,217,Yes,103.0,2005,16,188,38.9044474,-77.5012499
13703 Country Crossing Ct,Chantilly,20151,WAVERLY CROSSING,2021-07-20,July,765000,5,3.5,3348,10460,228,Yes,21.0,1987,34,163,38.8833778,-77.422728
13329 Jasper Ct,Fairfax,22033,FOXFIELD,2021-07-28,July,650000,4,3.5,3051,9009,213,Yes,82.0,1986,35,155,38.8881256,-77.4093444
3862 Beech Down Dr,Chantilly,20151,ARMFIELD FARMS,2021-02-09,February,570000,5,3.0,2136,8629,267,Yes,71.0,1987,34,324,38.8942961,-77.41508359999999
43817 Churchill Glen Dr,Chantilly,20152,THE RIDINGS AT BLUE SPRI,2021-01-15,January,1395000,4,5.0,6400,23522,218,Yes,110.0,2005,16,349,38.9057914,-77.48252070000001
4516 Cub Run Rd,Chantilly,20151,PLEASANT VALLEY,2021-02-25,February,455000,3,2.0,1224,11478,372,No,0.0,1983,38,308,38.8964865,-77.4773002
25617 Gathering Glen St,Aldie,20105,SEVEN HILLS,2021-06-03,June,875000,4,3.5,3841,6970,228,Yes,102.0,2012,9,210,38.90906629999999,-77.5523364
42566 Pelican Dr,Chantilly,20152,SOUTH RIDING,2021-04-28,April,961000,4,4.5,4637,7841,207,Yes,80.0,2004,17,246,38.9199269,-77.5308833
25751 Tullow Pl,Chantilly,20152,POLAND ROAD PROPERTY,2021-05-13,May,895000,4,3.5,4183,8712,214,Yes,103.0,2005,16,231,38.9047331,-77.50537170000001
42293 Brisley Ct,Chantilly,20152,MARBURY,2021-02-12,February,940000,5,4.5,5225,13504,180,Yes,100.0,2016,5,321,38.8807527,-77.5409609
25492 Heathfield Cir,Chantilly,20152,SOUTH RIDING,2021-02-26,February,643600,4,2.5,2766,6098,233,Yes,94.0,1997,24,307,38.912457,-77.5112182
43023 Tippman Pl,Chantilly,20152,ESTATES AT ELK RUN,2021-05-20,May,690000,3,2.5,2748,5663,251,Yes,98.0,2011,10,224,38.8972872,-77.51583240000001
42437 Abney Wood Dr,Chantilly,20152,EASTVIEW AT STONE RIDGE,2021-06-17,June,935000,6,5.0,4441,7841,211,Yes,97.0,2016,5,196,38.9275118,-77.5353147
25707 Donerails Chase,Chantilly,20152,CEDAR HUNT,2021-11-23,November,1217500,6,6.5,6241,20909,195,Yes,82.0,2006,15,37,38.9061791,-77.5304354
13906 Waverly Creek Ct,Chantilly,20151,WAVERLY CROSSING,2021-06-25,June,715000,3,3.5,1592,9350,449,Yes,21.0,1986,35,188,38.8783994,-77.4279286
13902 Castle Ct,Chantilly,20151,WAVERLY CROSSING,2021-06-25,June,775000,5,3.5,2697,13561,287,Yes,20.0,1985,36,188,38.8771224,-77.42745790000001
26042 First Frost Way,Chantilly,20152,ESTATES AT ELK RUN,2021-05-21,May,751000,4,2.5,3411,5663,220,Yes,94.0,2012,9,223,38.897124299999994,-77.5163915
43317 Huddleston Ln,Chantilly,20152,SOUTH RIDING,2021-07-27,July,890000,4,4.5,4041,14810,220,Yes,94.0,1998,23,156,38.8968507,-77.50400529999999
43441 Bettys Farm Dr,Chantilly,20152,POLAND HILL,2021-08-25,August,823193,4,3.5,990,5663,832,Yes,100.0,2021,0,127,38.89622,-77.49795999999999
25798 Aythorne Ln,Chantilly,20152,SOUTH RIDING,2021-11-12,November,855000,4,3.5,3463,16988,247,Yes,94.0,1998,23,48,38.9029641,-77.4929387
43473 Valleyvista Ln,Chantilly,20152,VALLEY VISTA,2021-05-27,May,575000,2,1.0,1240,27878,464,No,0.0,1950,71,217,38.9185588,-77.4989425
25757 Northern Dancer Ct,Chantilly,20152,BRIDLE RIDGE,2021-06-25,June,890000,4,4.5,5063,9583,176,Yes,75.0,2003,18,188,38.9047336,-77.49517890000001
26089 Rachel Hill Dr,Chantilly,20152,SOUTH RIDING,2021-04-02,April,791000,4,3.5,3302,6534,240,Yes,79.0,1999,22,272,38.8938943,-77.5008243
43680 Primanti St,Chantilly,20152,SOUTH RIDING,2021-11-19,November,765000,4,2.5,2903,8712,264,Yes,79.0,2000,21,41,38.8970861,-77.49208730000001
13545 Point Pleasant Dr,Chantilly,20151,POPLAR TREE,2021-07-09,July,838000,5,3.5,3236,9050,259,Yes,42.0,1979,42,174,38.86978920000001,-77.4103308
13617 Flintwood Pl,Herndon,20171,FRANKLIN FARM,2021-06-30,June,760000,3,3.0,1812,11414,419,Yes,90.0,1982,39,183,38.9107705,-77.42028459999999
4529 Waverly Crossing Ln,Chantilly,20151,WAVERLY CROSSING,2021-07-16,July,780000,4,3.5,3249,13698,240,Yes,21.0,1985,36,167,38.876323299999996,-77.4308202
13908 Leeton Cir,Chantilly,20151,ESTATES AT,2021-02-25,February,775000,4,3.5,3220,10230,241,Yes,83.0,1997,24,308,38.8748097,-77.42891490000001
13604 Roger Mack Ct,Chantilly,20151,ROGER MACK COURT,2021-06-24,June,795533,4,3.5,3480,7930,229,Yes,73.0,1999,22,189,38.8988638,-77.41663050000001
4703 Cochran Pl,Centreville,20120,ADDITION TO FAIR LAKES C,2021-06-30,June,905000,5,4.5,3656,6096,248,Yes,60.0,2004,17,183,38.8575064,-77.40826820000001
13882 Lewis Mill Way,Chantilly,20151,MAPLE HILL ESTATES,2021-07-09,July,1300000,6,3.5,5600,15339,232,Yes,59.0,1999,22,174,38.8700576,-77.42310909999999
13800 Country Crossing St,Chantilly,20151,WAVERLY CROSSING,2021-06-17,June,799888,5,3.5,3632,10916,220,Yes,21.0,1987,34,196,38.8842184,-77.423804
43045 Eustis St,Chantilly,20152,SOUTH RIDING,2021-08-16,August,730000,4,3.0,3375,6970,216,Yes,79.0,2001,20,136,38.9119299,-77.5137717
25900 Stinger Dr,Chantilly,20152,DEAN PROPERTY,2021-10-19,October,995000,5,4.5,4864,8712,205,Yes,100.0,2005,16,72,38.9006763,-77.5206032
42783 Freedom St,Chantilly,20152,SOUTH RIDING,2021-11-08,November,705000,3,3.5,3388,7405,208,Yes,93.0,2001,20,52,38.9118935,-77.5230893
42460 Unicorn Dr,Chantilly,20152,SOUTH RIDING,2021-11-08,November,890000,4,3.5,4209,6970,211,No,0.0,2005,16,52,38.91789910000001,-77.5344218
13109 Willoughby Point Dr,Fairfax,22033,FOXFIELD,2021-05-21,May,760000,5,3.5,3665,7171,207,Yes,84.0,1987,34,223,38.890666100000004,-77.402439
26081 Grazing Ct,Aldie,20105,SEVEN HILLS,2021-03-23,March,870000,5,4.5,4618,6970,188,Yes,102.0,2015,6,282,38.8960571,-77.5464697
16854 Sudley Rd,Chantilly,20152,Chantilly,2021-10-19,October,1137364,1,1.0,6200,130680,183,Yes,120.0,2021,0,72,38.851969399999994,-77.5316135
15201 Bicentennial Ct,Chantilly,20151,PLEASANT VALLEY,2021-07-13,July,620000,4,2.5,2320,14122,267,No,0.0,1983,38,170,38.8974952,-77.4717881
15207 Elk Run Rd,Chantilly,20151,PLEASANT VALLEY,2021-07-13,July,600000,3,2.5,1802,12300,333,No,0.0,1987,34,170,38.89208060000001,-77.4733566
43097 Finders Ln,Chantilly,20152,SOUTH RIDING,2021-07-14,July,899000,5,4.5,4617,8276,195,Yes,94.0,2005,16,169,38.899712,-77.5122485
25915 Sylvia Ln,Chantilly,20152,SOUTH RIDING,2021-04-16,April,840000,4,3.5,3530,8276,238,Yes,93.0,1997,24,258,38.9006136,-77.5023924
42603 Suny Bay,Chantilly,20152,CEDAR HUNT,2021-11-23,November,1055000,5,4.5,4882,22651,216,Yes,82.0,2005,16,37,38.9054315,-77.5296515
42727 Freedom St,Chantilly,20152,SOUTH RIDING,2021-01-19,January,755000,5,2.5,3145,7841,240,Yes,79.0,2001,20,345,38.9119157,-77.5257098
13611 Roger Mack Ct,Chantilly,20151,ROGER MACK COURT,2021-06-09,June,925000,5,3.5,3928,8594,235,Yes,70.0,2000,21,204,38.898247399999995,-77.4170564
3904 Bokel Dr,Chantilly,20151,ARMFIELD ESTATES,2021-05-13,May,860000,5,3.5,3093,10951,278,Yes,70.0,1981,40,231,38.8900929,-77.4143136
4794 Walbern Ct,Chantilly,20151,WALNEY ESTATES,2021-10-12,October,928000,6,3.5,5100,11161,182,Yes,100.0,2000,21,79,38.8709959,-77.4307978
13532 Tabscott Dr,Chantilly,20151,BROOKFIELD,2021-09-10,September,524950,4,2.0,950,10517,553,No,0.0,1969,52,111,38.8796393,-77.412214
4100 Hamlin Ave,Chantilly,20151,BROOKFIELD,2021-04-09,April,561500,5,3.0,1960,9128,286,No,0.0,1971,50,265,38.88746879999999,-77.42100190000001
4304 Warner Ln,Chantilly,20151,WAVERLY CROSSING,2021-11-02,November,727000,4,2.5,3312,9473,220,Yes,20.0,1986,35,58,38.8830485,-77.4261578
25445 Bradshaw Dr,Chantilly,20152,SOUTH RIDING,2021-10-06,October,1055000,4,4.5,5364,9148,197,Yes,80.0,2004,17,85,38.91300570000001,-77.5300323
42705 Center St,Chantilly,20152,SOUTH RIDING,2021-07-09,July,710000,4,3.5,2928,5227,242,Yes,94.0,2002,19,174,38.914410700000005,-77.5277927
26732 Kentoaks Ct,Chantilly,20152,MARBURY,2021-12-21,December,920000,4,3.0,4159,16553,221,Yes,100.0,2018,3,9,38.878724,-77.5432
42709 Center St,Chantilly,20152,SOUTH RIDING,2021-12-29,December,717500,3,3.5,2904,5227,247,Yes,102.0,2002,19,1,38.914401,-77.5277031
43625 Wembley Ln,Chantilly,20152,SOUTH RIDING,2021-07-23,July,796000,4,2.5,2556,7841,311,Yes,93.0,2000,21,160,38.8899451,-77.4944173
25706 S Village Dr,Chantilly,20152,SOUTH VILLAGE,2021-05-05,May,900000,4,4.5,4788,8712,188,Yes,103.0,2004,17,239,38.90660820000001,-77.5121142
43042 Downfield St,Chantilly,20152,SOUTH VILLAGE,2021-09-03,September,1020000,4,4.5,4869,10019,209,Yes,103.0,2005,16,118,38.905496299999996,-77.5152052
26205 Lands End Dr,Chantilly,20152,SOUTH RIDING,2021-08-30,August,690000,4,3.5,2399,12197,288,Yes,93.0,1999,22,122,38.8906364,-77.4989425
24877 Bristol Grove Ct,Chantilly,20152,EASTVIEW AT STONE RIDGE,2021-06-15,June,880000,7,5.0,4536,6970,194,Yes,95.0,2016,5,198,38.9295608,-77.5332708
42771 Freedom St,Chantilly,20152,SOUTH RIDING,2021-08-18,August,680000,3,2.5,3641,4356,187,Yes,94.0,2001,20,134,38.9119211,-77.5237165
13192 Blue Fox Ln,Fairfax,22033,FOXFIELD,2021-12-16,December,655000,4,2.5,2016,8689,325,Yes,74.0,1988,33,14,38.89329420000001,-77.40185600000001
4114 Lees Corner Rd,Chantilly,20151,BROOKFIELD,2021-11-10,November,450000,3,1.5,1216,9612,370,No,0.0,1965,56,50,38.883840899999996,-77.41647359999999
4626 Sutton Oaks,Chantilly,20151,SUTTON OAKS,2021-11-22,November,975000,4,2.5,2914,15770,335,Yes,17.0,1992,29,38,38.8686341,-77.42037420000001
13806 Cutleaf Ct,Chantilly,20151,WALNEY WOODS,2021-04-30,April,1239500,5,4.5,5731,11289,216,Yes,62.0,2001,20,244,38.867754,-77.4231764
13504 Ellendale Dr,Chantilly,20151,BROOKFIELD,2021-07-28,July,550000,3,2.0,1900,8792,289,No,0.0,1969,52,155,38.8805869,-77.4127969
13411 Point Pleasant Dr,Chantilly,20151,POPLAR TREE ESTATES,2021-06-11,June,805000,4,3.5,2540,8400,317,Yes,42.0,1979,42,202,38.871225200000005,-77.41059990000001
4512 Hazelnut Ct,Chantilly,20151,POPLAR TREE ESTATES,2021-06-25,June,950000,4,2.5,3684,8725,258,Yes,42.0,1988,33,188,38.8696326,-77.4140524
13511 Chevy Chase Ct,Chantilly,20151,FAIR OAKS FARMS,2021-09-10,September,610000,5,4.5,2970,8013,205,Yes,38.0,1985,36,111,38.8920904,-77.4154872
4159 Travers Ct,Chantilly,20151,ROCKLAND VILLAGE,2021-12-30,December,760000,5,3.5,4117,4666,185,Yes,81.0,2003,18,1,38.8890336,-77.43167199999999
13600 Angelica Ct,Chantilly,20151,ARMFIELD FARMS,2021-11-22,November,790000,4,5.0,3348,7213,236,Yes,70.0,1988,33,38,38.9046436,-77.4208226
4086 Braxton Rd,Chantilly,20151,BROOKFIELD,2021-11-04,November,723150,5,3.5,3650,13410,198,No,0.0,1980,41,56,38.8844584,-77.41053259999998
25560 Cedar Hollow Dr,Chantilly,20152,THE RIDINGS AT BLUE SPRI,2021-08-16,August,1235000,5,5.0,6246,26572,198,Yes,110.0,2004,17,136,38.908396999999994,-77.4924682
26022 Kimberly Rose Dr,Chantilly,20152,ESTATES AT ELK RUN,2021-03-16,March,770000,4,3.0,3235,8276,238,Yes,80.0,2011,10,289,38.8983235,-77.51798259999998
43217 Edgartown St,Chantilly,20152,SOUTH RIDING,2021-02-17,February,775000,4,3.5,3933,7405,197,Yes,79.0,1996,25,316,38.9161567,-77.5075446
27030 Post Time Ct,Chantilly,20152,CEDAR CREST,2021-02-10,February,1169900,5,4.5,5028,133729,233,Yes,75.0,2004,17,323,38.8703001,-77.5162132
43280 Valiant Dr,Chantilly,20152,SOUTH RIDING,2021-09-14,September,1037000,4,4.5,5844,9148,177,Yes,80.0,2004,17,107,38.894830999999996,-77.50743259999999
43177 Valiant Dr,Chantilly,20152,SOUTH RIDING,2021-09-09,September,870000,4,3.5,3682,8712,236,Yes,93.0,2005,16,112,38.8980179,-77.5094038
25897 Pinebluff Dr,Chantilly,20152,SOUTH RIDING,2021-09-03,September,710000,4,2.5,2488,7405,285,Yes,78.0,1997,24,118,38.900637599999996,-77.5000178
13331 Jasper Ct,Fairfax,22033,FOXFIELD,2021-04-26,April,700000,4,3.5,2516,9609,278,Yes,82.0,1986,35,248,38.88802570000001,-77.409165
3876 Scibilia Rd,Fairfax,22033,CHANTILLY FARM,2021-04-28,April,575000,3,2.0,1484,10628,387,Yes,13.0,1984,37,246,38.8902737,-77.40804399999999
25314 Justice Dr,Chantilly,20152,SOUTH RIDING STATION,2021-09-02,September,951550,4,4.5,4479,8712,212,Yes,79.0,2008,13,119,38.916620200000004,-77.5389455
26227 Ocala Cir,Chantilly,20152,SOUTH RIDING,2021-08-06,August,650000,4,3.5,2658,7405,245,Yes,80.0,1999,22,146,38.8917075,-77.4932523
13610 Clary Sage Dr,Chantilly,20151,ARMFIELD FARMS,2021-05-28,May,825000,4,3.5,3447,6979,239,Yes,68.0,1988,33,216,38.904917100000006,-77.4200156
42574 Unbridleds Song Pl,Chantilly,20152,CEDAR HUNT,2021-10-05,October,1005500,4,3.5,3551,21344,283,Yes,82.0,2004,17,86,38.904259700000004,-77.5294052
25568 Quits Pond Ct,Chantilly,20152,SOUTH RIDING,2021-08-20,August,805000,4,3.5,3200,8276,252,Yes,79.0,1997,24,132,38.9097948,-77.5048117
25420 Chicama Dr,Chantilly,20152,SOUTH RIDING,2021-09-13,September,775000,4,3.0,3285,8276,236,Yes,80.0,1997,24,108,38.913614100000004,-77.5066934
43184 Edgartown St,Chantilly,20152,SOUTH RIDING,2021-06-15,June,863000,4,3.5,3598,11326,240,Yes,79.0,1995,26,198,38.9169498,-77.5089334
43416 Chorley Wood St,Chantilly,20152,SOUTH RIDING,2021-05-24,May,852000,4,3.5,3486,9583,244,Yes,80.0,1997,24,220,38.9010756,-77.50109309999999
26147 Glasgow Dr,Chantilly,20152,SOUTH RIDING,2021-09-14,September,915000,4,4.5,5136,11761,178,Yes,79.0,2000,21,107,38.8919775,-77.50427409999999
43454 Mountcastle Dr,Chantilly,20152,POLAND ROAD PROPERTY,2021-11-24,November,1090000,4,4.5,5433,10454,201,Yes,103.0,2005,16,36,38.9065984,-77.4981137
25576 Upper Clubhouse Dr,Chantilly,20152,SOUTH RIDING,2021-11-29,November,875000,4,3.5,3460,8712,253,Yes,80.0,1996,25,31,38.9083217,-77.507903
26166 Lands End Dr,Chantilly,20152,SOUTH RIDING,2021-11-30,November,630000,3,3.5,2362,6970,267,Yes,94.0,1999,22,30,38.8930197,-77.49831529999999
42340 Astors Beachwood Ct,Chantilly,20152,PROVIDENCE RIDGE,2021-04-15,April,910000,4,4.5,5050,22216,180,Yes,115.0,2005,16,259,38.9244418,-77.5380945
25461 Farmneck Ct,Chantilly,20152,SOUTH RIDING,2021-12-01,December,821000,5,3.5,4142,9583,198,Yes,80.0,1996,25,29,38.9128914,-77.50725340000001
15117 Bernadette Ct,Chantilly,20151,PLEASANT VALLEY,2021-03-31,March,500000,3,2.0,1036,10560,483,No,0.0,1986,35,274,38.8939355,-77.4711047
25452 Crossfield,Chantilly,20152,SOUTH RIDING,2021-11-05,November,725000,4,3.5,3537,6970,205,Yes,94.0,2001,20,55,38.9131841,-77.52053599999999
27659 Paddock Trail Pl,Chantilly,20152,CEDAR CREST,2021-08-16,August,1410000,4,6.5,6506,161608,217,Yes,75.0,2005,16,136,38.8540447,-77.5339515
12604 Harper Dr,Fairfax,22030,THIRD ADDITION TO VANNOY,2021-06-30,June,560000,3,2.0,1900,21782,295,No,0.0,1964,57,183,38.818414399999995,-77.3820342
12715 Yates Ford Rd,Clifton,20124,MILL BRANCH,2021-09-29,September,1370000,5,6.5,7900,217844,173,Yes,75.0,1995,26,92,38.7686735,-77.3821015
12908 Yates Ford Rd,Clifton,20124,PROPERTY OF A FRANK KRAU,2021-05-14,May,790000,4,2.5,2750,91128,287,No,0.0,1978,43,230,38.7690697,-77.3936497
13745 Balmoral Greens Ave,Clifton,20124,BALMORAL GREENS,2021-11-04,November,1200000,4,4.5,5200,64129,231,Yes,48.0,1997,24,56,38.785468,-77.4292512
6613 Briarcroft St,Clifton,20124,BRIARCROFT VALLEY,2021-07-22,July,805000,3,2.5,3066,91476,263,No,0.0,1978,43,161,38.808769,-77.40954620000001
12820 Dunvegan Dr,Clifton,20124,GLENCAIRN,2021-07-16,July,1249000,6,6.5,7452,221420,168,Yes,232.0,1998,23,167,38.774226299999995,-77.3894566
11906 Henderson Ct,Clifton,20124,ASHLEIGH OF CLIFTON,2021-08-20,August,1325000,4,4.5,6039,47220,219,Yes,46.0,1991,30,132,38.7369232,-77.3597643
7432 Clifton Rd,Clifton,20124,PLANTATION HILLS,2021-06-02,June,947500,4,2.5,3744,328151,253,Yes,83.0,1978,43,211,38.7601147,-77.3558934
13317 Balmoral Heights Pl,Clifton,20124,BALMORAL GREENS,2021-04-09,April,1500000,6,4.5,7499,92500,200,Yes,48.0,1999,22,265,38.781752000000004,-77.41043499999999
13755 Laurel Rock Dr,Clifton,20124,LITTLE ROCKY RUN,2021-06-22,June,940000,5,3.5,3985,9758,236,Yes,98.0,1993,28,191,38.8074217,-77.4222797
